"geographic_area","county","gender","age","time_period","time_period_dates","year","admits","average_tcu_score","admits_w_reported_opioid_use","of_total_admits_w_opioid_use","admits_w_diagnosed_substance_abuse_problem","of_admits_w_diagnosed_substance_abuse","admits_w_opioid_use_in_past_12_months_before_admit_1","admits_w_opioid_use_in_past_12_months_before_admit_2","state_fips","county_fips","centroid","longitude","geocoded_column"
"County","Fulton","Female","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","1","6","1","100","1","100","0","0","42","057","39.92487511","-78.11485045","POINT (-78.11485045 39.92487511)"
"County","Westmoreland","Female","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","2","6.5","1","50","2","100","1","50","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"State","Commonwealth","Female","45 to 49 years","2018 Q2","4/1/2018-6/30/2018","2018","25","4.4","5","20","18","72","5","20","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Blair","All","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","29","6.1","14","48.3","26","89.7","17","58.6","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Forest","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","4","4.5","0","0","4","100","1","25","42","053","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Clearfield","Male","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","18","2.8","2","11.1","10","55.6","6","33.3","42","033","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Bucks","Female","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","38","5.8","17","44.7","32","84.2","19","50","42","017","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"County","Lehigh","Male","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","109","5.7","63","57","88","80","40","36","42","077","40.61464794","-75.60099792","POINT (-75.60099792 40.61464794)"
"County","Montgomery","All","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","6","5.3","3","50","4","66","3","50","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"County","Lebanon","Male","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","2","5","1","50","2","100","1","50","42","075","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Montour","Male","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","2","8.5","1","50","2","100","2","100","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Jefferson","All","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","36","4.4","12","33.3","25","69.4","12","33.3","42","065","41.13139091","-79.00101814","POINT (-79.00101814 41.13139091)"
"County","Dauphin","All","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","347","3.8","53","15.3","232","66.9","78","22.5","42","043","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"State","Commonwealth","Female","25 to 29 years","2018 Annual","1/1/2018-12/31/2018","2018","274","5.7","135","49.3","224","81.8","158","57.7","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Monroe","All","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","48","6.1","23","47.9","41","85.4","27","56.3","42","089","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"County","Westmoreland","Male","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","20","5.2","5","25","17","85","6","30","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"County","Juniata","Female","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","0","0","0","0","0","0","0","0","42","067","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"County","Blair","All","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","33","4.3","9","27.3","26","78.8","14","42.4","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Sullivan","Female","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","0","0","0","0","0","0","0","0","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Perry","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","5","7.2","4","80","4","80","4","80","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"County","York","Male","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","63","3.5","13","20.6","38","60.3","14","22.2","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Mifflin","Male","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","18","4.8","4","22.2","16","88.9","7","38.9","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"State","Commonwealth","Male","50 to 55 years","2018 Q3","7/1/2018-9/30/2018","2018","124","4.5","17","13.7","93","75","22","17.7","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Armstrong","Female","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","2","8","1","50","2","100","1","50","42","005","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"County","Elk","All","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","4","2.3","0","0","2","50","0","0","42","047","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"State","Commonwealth","All","25 to 29 years","2016 Q1","1/1/2016-3/31/2016","2016","514","4.3","179","34.8","358","69.6","201","39.1","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Cumberland","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","34","2.9","5","14.7","20","58.8","7","20.6","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"County","Monroe","Female","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","3","6.3","0","0","3","100","2","66","42","089","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"County","Jefferson","Male","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","18","7.2","15","83","16","88","13","72","42","065","41.13139091","-79.00101814","POINT (-79.00101814 41.13139091)"
"County","Elk","All","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","15","5.9","1","6","14","93","5","33","42","047","41.42819416","-78.6494751","POINT (-78.6494751 41.42819416)"
"State","Commonwealth","Female","30 to 34 years","2018 Q4","10/1/2018-12/31/2018","2018","54","5.6","24","44.4","42","77.8","26","48.1","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","York","Female","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","27","7","13","48.1","25","92.6","17","63","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Chester","All","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","34","4.9","11","32.4","26","76.5","13","38.2","42","029","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"State","Commonwealth","Male","56 to 99 years","2020 Q4","10/1/2020-12/31/2020","2020","70","4.5","27","38","54","77","14","20","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Huntingdon","All","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","56","4.5","24","42.9","39","69.6","28","50","42","061","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"County","Lackawanna","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","100","5.7","33","33","84","84","45","45","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"State","Commonwealth","All","30 to 34 years","2017 Q3","7/1/2017-9/30/2017","2017","473","4.5","156","33","358","75.7","171","36.2","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lawrence","Female","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","1","9","1","100","1","100","1","100","42","073","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"County","Elk","Male","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","1","8","0","0","1","100","1","100","42","047","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"County","Indiana","All","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","34","6.4","19","55","30","88","17","50","42","063","40.65295497","-79.09333801","POINT (-79.09333801 40.65295497)"
"County","Lycoming","All","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","28","3.6","4","14.3","18","64.3","7","25","42","081","41.34459792","-77.06942457","POINT (-77.06942457 41.34459792)"
"County","Mifflin","Female","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","4","1.5","0","0","2","50","0","0","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"County","Franklin","Female","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","10","5.2","8","80","7","70","7","70","42","055","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Berks","Female","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","9","6","3","33.3","8","88.9","4","44.4","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"County","Washington","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","28","4.3","9","32.1","19","67.9","11","39.3","42","125","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"County","Erie","Male","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","52","3.6","9","17.3","33","63.5","13","25","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Luzerne","Female","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","13","4.1","1","7","8","61","2","15","42","079","41.17836439","-75.99199677","POINT (-75.99199677 41.17836439)"
"County","Montgomery","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","95","3.6","15","15.8","59","62.1","22","23.2","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"County","Elk","All","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","7","7.1","2","28","7","100","7","100","42","047","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"County","Susquehanna","All","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","3","8.3","1","33","3","100","1","33","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Fayette","Female","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","25","5.2","6","24","22","88","11","44","42","051","39.9194478","-79.65189362","POINT (-79.65189362 39.9194478)"
"County","Adams","Female","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","3","4","0","0","2","66.7","0","0","42","001","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Adams","Male","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","32","5.2","7","21.9","28","87.5","13","40.6","42","001","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"State","Commonwealth","All","50 to 55 years","2022 Q2","4/1/2022-6/30/2022","2022","126","4.9","53","42","92","73","31","24","42","000","39.346129)","-75.16775513",
"County","Perry","Female","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","1","9","1","100","1","100","1","100","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"State","Commonwealth","All","35 to 39 years","2017 Annual","1/1/2017-12/31/2017","2017","1332","4.5","401","30.1","964","72.4","480","36","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Fayette","Female","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","14","5.6","6","42.9","11","78.6","7","50","42","051","39.9194478","-79.65189635","POINT (-79.65189635 39.9194478)"
"County","Lycoming","Male","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","24","5.1","9","37","19","79","9","37","42","081","41.34459792","-77.06942457","POINT (-77.06942457 41.34459792)"
"County","Lehigh","All","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","74","4","12","16.2","53","71.6","17","23","42","077","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"County","Westmoreland","Female","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","2","1.5","0","0","1","50","0","0","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"County","Tioga","All","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","4","5.5","0","0","3","75","0","0","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"County","Columbia","Male","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","7","7.4","7","100","7","100","4","57","42","037","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Clarion","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","6","5.7","2","33.3","6","100","2","33.3","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"County","Mifflin","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","12","4.4","0","0","8","66.7","2","16.7","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"State","Commonwealth","Female","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","609","6.2","176","28","527","86","328","53","42","000","39.346129)","-75.16775513",
"County","Allegheny","All","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","38","5.4","17","44","32","84","11","28","42","003","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"County","Union","Female","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","9","5.9","6","66.7","8","88.9","6","66.7","42","119","40.96473131","-77.06415803","POINT (-77.06415803 40.96473131)"
"County","Columbia","Female","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","3","5.3","1","33.3","2","66.7","1","33.3","42","037","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Wyoming","Male","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","10","5.9","4","40","8","80","3","30","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Wayne","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","4","6","2","50","3","75","2","50","42","127","41.64969805","-75.3051535","POINT (-75.3051535 41.64969805)"
"County","York","Female","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","18","5.3","9","50","14","77.8","8","44.4","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Northumberland","Female","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","4","5.5","0","0","4","100","2","50","42","097","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"County","Montour","Male","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","0","0","0","0","0","0","0","0","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Lebanon","Male","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","26","4.7","5","19.2","20","76.9","6","23.1","42","075","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Elk","Male","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","3","3","1","33","1","33","1","33","42","047","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"County","Greene","Female","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","2","3.5","0","0","1","50","0","0","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"State","Commonwealth","Male","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","1725","5.1","736","42","1343","77","547","31","42","000","39.346129)","-75.16775513",
"County","Clarion","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","5","5.8","3","60","4","80","3","60","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"County","Potter","Male","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","3","4.7","1","33.3","3","100","2","66.7","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","Lehigh","Male","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","36","5.1","17","47","26","72","10","27","42","077","40.61464794","-75.60099792","POINT (-75.60099792 40.61464794)"
"County","Clinton","Female","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","1","9","1","100","1","100","1","100","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Montour","Female","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","1","7","0","0","1","100","1","100","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Centre","All","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","9","5","5","55.6","7","77.8","6","66.7","42","027","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Cambria","Female","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","3","7","1","33","3","100","1","33","42","021","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"County","Beaver","Female","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","1","0","0","0","0","0","0","0","42","007","40.68349245","-80.35107356","POINT (-80.35107356 40.68349245)"
"State","Commonwealth","Male","12 to 19 years","2016 Q1","1/1/2016-3/31/2016","2016","80","3.2","3","3.8","50","62.5","9","11.3","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Bradford","Male","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","18","5.5","6","33.3","17","94.4","8","44.4","42","015","41.79117814","-76.51825624","POINT (-76.51825624 41.79117814)"
